"No.","Time","Source","Destination","Protocol","Length","Info"
"241490","76087.269728","92.209.69.32","131.243.2.12","TCP","62","4491  >  21 [SYN] Seq=24564280 Win=8192 Len=0 MSS=1460 SACK_PERM=1"
"241491","76087.270055","131.243.2.12","92.209.69.32","TCP","62","21  >  4491 [SYN, ACK] Seq=1817571112 Ack=24564281 Win=64240 Len=0 SACK_PERM=1 MSS=1460"
"241600","76144.456561","213.30.184.86","131.243.1.10","TCP","62","44757  >  21 [SYN] Seq=2426461826 Win=64240 Len=0 MSS=1460 SACK_PERM=1"
"241601","76144.457051","131.243.1.10","213.30.184.86","TCP","58","21  >  44757 [SYN, ACK] Seq=2547524017 Ack=2426461827 Win=17520 Len=0 MSS=1460"
"241863","76290.839395","92.209.69.32","131.243.2.12","TCP","62","4499  >  21 [SYN] Seq=24767824 Win=8192 Len=0 MSS=1460 SACK_PERM=1"
"242164","76393.819032","67.64.134.183","131.243.1.10","TCP","74","1032  >  21 [SYN] Seq=1464944433 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=32480939 TSecr=0 WS=1"
"242165","76393.819688","131.243.1.10","67.64.134.183","TCP","58","21  >  1032 [SYN, ACK] Seq=808503052 Ack=1464944434 Win=17520 Len=0 MSS=1460"
"242168","76394.048086","131.243.1.10","67.64.134.183","FTP","60","Response: 220-"
"242198","76394.290752","67.64.134.183","131.243.1.10","FTP","70","Request: USER anonymous"
"242372","76441.824471","18.26.181.1","131.243.1.10","TCP","74","64161  >  21 [SYN] Seq=431339680 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=110147057 TSecr=0 WS=1"
"242373","76441.825124","131.243.1.10","18.26.181.1","TCP","58","21  >  64161 [SYN, ACK] Seq=76948021 Ack=431339681 Win=17520 Len=0 MSS=1460"
"242377","76441.988217","131.243.1.10","18.26.181.1","FTP","60","Response: 220-"
"242407","76442.203990","18.26.181.1","131.243.1.10","FTP","70","Request: USER anonymous"
"242516","76473.260381","246.109.155.46","131.243.1.10","TCP","62","27576  >  21 [SYN] Seq=119519409 Win=33580 Len=0 SACK_PERM=1 MSS=1460"
"242517","76473.261025","131.243.1.10","246.109.155.46","TCP","58","21  >  27576 [SYN, ACK] Seq=2811060079 Ack=119519410 Win=17520 Len=0 MSS=1460"
"242519","76473.377508","131.243.1.10","246.109.155.46","FTP","60","Response: 220-"
"242549","76473.497382","246.109.155.46","131.243.1.10","FTP","70","Request: USER anonymous"
"242649","76534.027494","84.68.192.198","131.243.1.10","TCP","74","2723  >  21 [SYN] Seq=3699953934 Win=57344 Len=0 MSS=1380 WS=1 TSval=1226713825 TSecr=0"
"242650","76534.028137","131.243.1.10","84.68.192.198","TCP","58","21  >  2723 [SYN, ACK] Seq=1049563046 Ack=3699953935 Win=16560 Len=0 MSS=1460"
"242855","76623.675851","68.148.33.212","131.243.1.10","TCP","62","1914  >  21 [SYN] Seq=5033140 Win=8192 Len=0 MSS=1460 SACK_PERM=1"
"242856","76623.676400","131.243.1.10","68.148.33.212","TCP","58","21  >  1914 [SYN, ACK] Seq=975832933 Ack=5033141 Win=17520 Len=0 MSS=1460"
"242858","76623.898626","131.243.1.10","68.148.33.212","FTP","60","Response: 220-"
"242888","76624.141849","68.148.33.212","131.243.1.10","FTP","70","Request: USER anonymous"
"243028","76753.210579","42.30.77.233","131.243.2.12","TCP","62","3079  >  21 [SYN] Seq=406180579 Win=16384 Len=0 MSS=1460 SACK_PERM=1"
"243075","76777.135893","157.231.148.18","131.243.2.12","TCP","62","3331  >  21 [SYN] Seq=2234992659 Win=16384 Len=0 MSS=1460 SACK_PERM=1"
"243076","76777.136150","131.243.2.12","157.231.148.18","TCP","62","21  >  3331 [SYN, ACK] Seq=1910255903 Ack=2234992660 Win=64240 Len=0 SACK_PERM=1 MSS=1460"
"243462","76870.859742","61.6.212.48","128.3.12.44","TCP","74","65192  >  21 [SYN] Seq=4227400267 Win=16384 Len=0 MSS=1460 WS=1 TSval=19109 TSecr=0"
"243463","76870.860548","128.3.12.44","61.6.212.48","TCP","54","21  >  65192 [SYN, ACK] Seq=124800000 Ack=4227400268 Win=4096 Len=0"
"243467","76871.143156","128.3.12.44","61.6.212.48","FTP","136","Response: 220 <domain> FTP server (Version wu-2.6.2(1) Mon Dec 3 12:18:44 PST 2001) ready."
"243478","76872.800344","61.6.212.48","128.3.12.44","FTP","70","Request: USER anonymous"
"243906","76939.572043","18.26.181.1","131.243.1.10","TCP","74","64313  >  21 [SYN] Seq=932627688 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=110196831 TSecr=0 WS=1"
"244375","77002.151076","61.6.212.48","128.3.12.44","TCP","74","65187  >  21 [SYN] Seq=125330157 Win=16384 Len=0 MSS=1460 WS=1 TSval=19372 TSecr=0"
"244578","77034.967260","237.28.193.71","128.3.28.48","TCP","74","58341  >  21 [SYN] Seq=715612858 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=35484872 TSecr=0 WS=1"
"244579","77034.967551","128.3.28.48","237.28.193.71","TCP","74","21  >  58341 [SYN, ACK] Seq=2876788910 Ack=715612859 Win=5792 Len=0 MSS=1460 SACK_PERM=1 TSval=2275838841 TSecr=35484872 WS=1"
"244610","77037.031117","237.28.193.71","128.3.28.48","TCP","74","58345  >  21 [SYN] Seq=712281936 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=35485077 TSecr=0 WS=1"
"245043","77126.922524","237.28.193.71","128.3.28.48","TCP","74","58365  >  21 [SYN] Seq=813160750 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=35494011 TSecr=0 WS=1"
"245192","77157.110687","82.143.24.12","131.243.2.12","TCP","62","1744  >  21 [SYN] Seq=1512748426 Win=16384 Len=0 MSS=1460 SACK_PERM=1"
"245296","77179.452324","237.28.193.71","128.3.28.48","TCP","74","58398  >  21 [SYN] Seq=879540019 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=35499317 TSecr=0 WS=1"
"245350","77199.483254","237.28.193.71","128.3.28.48","TCP","74","58404  >  21 [SYN] Seq=894690935 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=35501320 TSecr=0 WS=1"
"245382","77210.693247","175.156.82.252","131.243.1.10","TCP","74","42099  >  21 [SYN] Seq=1218790876 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=670151399 TSecr=0 WS=1"
"245383","77210.693849","131.243.1.10","175.156.82.252","TCP","58","21  >  42099 [SYN, ACK] Seq=3532469762 Ack=1218790877 Win=17520 Len=0 MSS=1460"
"245387","77210.976913","131.243.1.10","175.156.82.252","FTP","60","Response: 220-"
"245454","77213.203255","237.28.193.71","128.3.28.48","TCP","74","58409  >  21 [SYN] Seq=904381717 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=35502692 TSecr=0 WS=1"
"245484","77224.265267","82.143.24.12","131.243.2.12","TCP","62","1891  >  21 [SYN] Seq=1534337651 Win=16384 Len=0 MSS=1460 SACK_PERM=1"
"245485","77224.265559","131.243.2.12","82.143.24.12","TCP","62","21  >  1891 [SYN, ACK] Seq=1970099594 Ack=1534337652 Win=64240 Len=0 SACK_PERM=1 MSS=1460"
"245523","77250.237792","82.143.24.12","131.243.2.12","TCP","62","2149  >  21 [SYN] Seq=1544099446 Win=16384 Len=0 MSS=1460 SACK_PERM=1"
"245601","77342.714653","67.64.134.183","131.243.1.10","TCP","74","1038  >  21 [SYN] Seq=2474977807 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=32575854 TSecr=0 WS=1"
"245664","77353.888526","123.125.239.10","128.3.28.48","TCP","74","61380  >  21 [SYN] Seq=1572552407 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=530882674 TSecr=0 WS=1"
"245665","77353.888802","128.3.28.48","123.125.239.10","TCP","74","21  >  61380 [SYN, ACK] Seq=3199246156 Ack=1572552408 Win=5792 Len=0 MSS=1460 SACK_PERM=1 TSval=2275870730 TSecr=530882674 WS=1"
"245676","77357.044202","128.3.28.48","123.125.239.10","FTP","120","Response: 220 <domain> FTP server (Version wu-2.6.1-20) ready."
"245678","77357.346999","123.125.239.10","128.3.28.48","FTP","82","Request: USER anonymous"
"245701","77360.042640","123.125.239.10","128.3.28.48","TCP","74","61382  >  21 [SYN] Seq=1585642955 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=530885821 TSecr=0 WS=1"
"245731","77364.563660","123.125.239.10","128.3.28.48","TCP","74","61384  >  21 [SYN] Seq=1581571531 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=530888141 TSecr=0 WS=1"
"245787","77427.503432","18.26.181.1","131.243.1.10","TCP","74","64561  >  21 [SYN] Seq=1445140349 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=110245634 TSecr=0 WS=1"
"245857","77439.927583","18.26.181.1","131.243.1.10","TCP","74","64583  >  21 [SYN] Seq=1453888239 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=110246877 TSecr=0 WS=1"
"245935","77480.311871","1.46.157.115","242.70.74.100","TCP","62","55983  >  21 [SYN] Seq=2470446247 Win=64240 Len=0 MSS=1414 SACK_PERM=1"
"245936","77480.312921","242.70.74.100","1.46.157.115","TCP","58","21  >  55983 [SYN, ACK] Seq=2774440063 Ack=2470446248 Win=9898 Len=0 MSS=1414"
"245938","77480.608118","242.70.74.100","1.46.157.115","FTP","98","Response: 220 <domain> FTP server (SunOS 5.6) ready."
"245939","77480.756691","1.46.157.115","242.70.74.100","FTP","70","Request: USER anonymous"
"245984","77549.221401","244.130.46.193","131.243.1.10","TCP","74","32994  >  21 [SYN] Seq=1713321531 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=219304 TSecr=0 WS=1"
"245985","77549.222044","131.243.1.10","244.130.46.193","TCP","58","21  >  32994 [SYN, ACK] Seq=1643168349 Ack=1713321532 Win=17520 Len=0 MSS=1460"
"245987","77549.439591","131.243.1.10","244.130.46.193","FTP","60","Response: 220-"
"246017","77550.153891","244.130.46.193","131.243.1.10","FTP","70","Request: USER anonymous"
"246092","77626.229197","123.125.239.10","128.3.28.48","TCP","74","61596  >  21 [SYN] Seq=1864378949 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=531022128 TSecr=0 WS=1"
"246176","77642.866540","74.218.79.24","131.243.1.10","TCP","74","33089  >  21 [SYN] Seq=1657087054 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=111085637 TSecr=0 WS=1"
"246177","77642.866933","131.243.1.10","74.218.79.24","TCP","58","21  >  33089 [SYN, ACK] Seq=2322824498 Ack=1657087055 Win=17520 Len=0 MSS=1460"
"246179","77643.094619","131.243.1.10","74.218.79.24","FTP","60","Response: 220-"
"246209","77643.335818","74.218.79.24","131.243.1.10","FTP","70","Request: USER anonymous"
"246277","77710.659810","165.2.238.121","131.243.1.10","TCP","74","3070  >  21 [SYN] Seq=674953085 Win=16384 Len=0 MSS=1460 WS=1 TSval=167144025 TSecr=0"
"246278","77710.660363","131.243.1.10","165.2.238.121","TCP","58","21  >  3070 [SYN, ACK] Seq=207348643 Ack=674953086 Win=17520 Len=0 MSS=1460"
"246337","77744.558001","117.14.188.61","131.243.1.10","TCP","62","33055  >  21 [SYN] Seq=2235030152 Win=16384 Len=0 MSS=1460 SACK_PERM=1"
"246338","77744.558561","131.243.1.10","117.14.188.61","TCP","58","21  >  33055 [SYN, ACK] Seq=887213716 Ack=2235030153 Win=17520 Len=0 MSS=1460"
"246340","77744.711420","131.243.1.10","117.14.188.61","FTP","60","Response: 220-"
"246370","77744.920770","117.14.188.61","131.243.1.10","FTP","70","Request: USER anonymous"
"246386","77757.011037","107.34.21.92","131.243.2.12","TCP","62","4759  >  21 [SYN] Seq=1939100434 Win=16384 Len=0 MSS=1460 SACK_PERM=1"
"246387","77757.011283","131.243.2.12","107.34.21.92","TCP","62","21  >  4759 [SYN, ACK] Seq=2041200119 Ack=1939100435 Win=64240 Len=0 SACK_PERM=1 MSS=1460"
"246404","77758.727316","117.14.188.61","131.243.1.10","TCP","62","33059  >  21 [SYN] Seq=2238768279 Win=16384 Len=0 MSS=1460 SACK_PERM=1"
"246782","77967.503919","74.218.79.24","131.243.1.10","TCP","74","33114  >  21 [SYN] Seq=2007128967 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=111118100 TSecr=0 WS=1"
"246984","78061.847251","185.90.84.96","109.160.54.58","TCP","74","2468  >  21 [SYN] Seq=2070605467 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=167779902 TSecr=0 WS=1"
"246985","78061.848210","109.160.54.58","185.90.84.96","TCP","74","21  >  2468 [SYN, ACK] Seq=2131732363 Ack=2070605468 Win=5792 Len=0 MSS=1460 SACK_PERM=1 TSval=46002156 TSecr=167779902 WS=1"
"246987","78062.174037","185.90.84.96","109.160.54.58","TCP","74","3457  >  21 [SYN] Seq=2059167813 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=167779958 TSecr=0 WS=1"
"246988","78062.174678","109.160.54.58","185.90.84.96","TCP","74","21  >  3457 [SYN, ACK] Seq=2133276199 Ack=2059167814 Win=5792 Len=0 MSS=1460 SACK_PERM=1 TSval=46002189 TSecr=167779958 WS=1"
"246991","78062.499360","109.160.54.58","185.90.84.96","FTP","149","Response: 220 <domain> FTP server (Version wu-2.6.2(1) Thu Nov 28 01:57:45 UTC 2002) ready."
"246995","78062.694918","185.90.84.96","109.160.54.58","FTP","82","Request: USER anonymous"
"247006","78063.254407","185.90.84.96","109.160.54.58","TCP","74","3458  >  21 [SYN] Seq=2067762483 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=167780064 TSecr=0 WS=1"
"247027","78064.191686","185.90.84.96","109.160.54.58","TCP","74","3459  >  21 [SYN] Seq=2069001278 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=167780159 TSecr=0 WS=1"
"247034","78064.797505","185.90.84.96","102.174.154.179","TCP","74","2474  >  21 [SYN] Seq=2064200282 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=167780202 TSecr=0 WS=1"
"247035","78064.797761","102.174.154.179","185.90.84.96","TCP","74","21  >  2474 [SYN, ACK] Seq=2133244476 Ack=2064200283 Win=5792 Len=0 MSS=1460 SACK_PERM=1 TSval=441830202 TSecr=167780202 WS=1"
"247037","78065.139332","102.174.154.179","185.90.84.96","FTP","149","Response: 220 <domain> FTP server (Version wu-2.6.2(1) Sun Nov 24 09:15:49 EST 2002) ready."
"247058","78068.470119","185.90.84.96","208.167.163.43","TCP","74","4320  >  21 [SYN] Seq=2079194810 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=167780573 TSecr=0 WS=1"
"247059","78068.471934","208.167.163.43","185.90.84.96","TCP","58","21  >  4320 [SYN, ACK] Seq=3091343674 Ack=2079194811 Win=16384 Len=0 MSS=512"
"247063","78068.667679","208.167.163.43","185.90.84.96","FTP","127","Response: 220 telos2 FTP server (Version 4.1 Fri Nov 19 18:18:48 CST 1999) ready."
"247067","78068.866508","185.90.84.96","208.167.163.43","TCP","74","4462  >  21 [SYN] Seq=2073906568 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=167780621 TSecr=0 WS=1"
"247068","78068.866904","208.167.163.43","185.90.84.96","TCP","58","21  >  4462 [SYN, ACK] Seq=4235509050 Ack=2073906569 Win=16060 Len=0 MSS=1460"
"247072","78069.116089","185.90.84.96","208.167.163.43","FTP","70","Request: USER anonymous"
"247078","78069.361292","185.90.84.96","208.167.163.43","TCP","74","4463  >  21 [SYN] Seq=2064628233 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=167780671 TSecr=0 WS=1"
"247094","78070.673788","185.90.84.96","208.167.163.43","TCP","74","4464  >  21 [SYN] Seq=2068006853 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=167780799 TSecr=0 WS=1"
"247110","78071.997680","185.90.84.96","208.119.87.66","TCP","74","4465  >  21 [SYN] Seq=2074405925 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=167780937 TSecr=0 WS=1"
"247111","78071.998219","208.119.87.66","185.90.84.96","TCP","74","21  >  4465 [SYN, ACK] Seq=1814004549 Ack=2074405926 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=331942259 TSecr=167780937 WS=1"
"247113","78072.135936","185.90.84.96","71.213.112.239","TCP","74","4478  >  21 [SYN] Seq=2082653794 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=167780937 TSecr=0 WS=1"
"247114","78072.137362","71.213.112.239","185.90.84.96","TCP","62","21  >  4478 [SYN, ACK] Seq=1834497981 Ack=2082653795 Win=8192 Len=0 MSS=512 WS=1"
"247115","78072.240814","185.90.84.96","18.90.0.8","TCP","74","4819  >  21 [SYN] Seq=2066984388 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=167780947 TSecr=0 WS=1"
"247116","78072.242672","18.90.0.8","185.90.84.96","TCP","62","21  >  4819 [SYN, ACK] Seq=1976262589 Ack=2066984389 Win=1460 Len=0 MSS=1460 WS=1"
"247118","78072.506453","71.213.112.239","185.90.84.96","FTP","105","Response: 220 <*> FTP server (OEM FTPD version 1.01) ready."
"247120","78072.558465","18.90.0.8","185.90.84.96","FTP","86","Response: 220 <domain> FTP Server Ready "
"247121","78072.569508","185.90.84.96","208.119.87.66","TCP","74","1492  >  21 [SYN] Seq=2082995779 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=167780977 TSecr=0 WS=1"
"247122","78072.569951","208.119.87.66","185.90.84.96","TCP","74","21  >  1492 [SYN, ACK] Seq=1805033810 Ack=2082995780 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=331942316 TSecr=167780977 WS=1"
"247128","78072.878890","208.119.87.66","185.90.84.96","FTP","125","Response: 220 <domain> FTP server (Version wu-2.6.1-0.6x.21) ready."
"247131","78072.988344","185.90.84.96","208.119.87.66","FTP","82","Request: USER anonymous"
"247142","78073.366088","185.90.84.96","208.119.87.66","TCP","74","1493  >  21 [SYN] Seq=2076925981 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=167781077 TSecr=0 WS=1"
"247161","78073.889000","185.90.84.96","208.119.87.66","TCP","74","1494  >  21 [SYN] Seq=2083918784 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=167781130 TSecr=0 WS=1"
"247185","78074.697434","185.90.84.96","71.213.112.239","TCP","74","1495  >  21 [SYN] Seq=2070833312 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=167781199 TSecr=0 WS=1"
"247186","78074.698884","71.213.112.239","185.90.84.96","TCP","62","21  >  1495 [SYN, ACK] Seq=1835201981 Ack=2070833313 Win=8192 Len=0 MSS=512 WS=1"
"247190","78074.915326","185.90.84.96","71.213.112.239","FTP","70","Request: USER anonymous"
"247195","78075.446383","185.90.84.96","107.48.210.162","TCP","74","4869  >  21 [SYN] Seq=2077009932 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=167781248 TSecr=0 WS=1"
"247196","78075.447899","107.48.210.162","185.90.84.96","TCP","58","21  >  4869 [SYN, ACK] Seq=2703680022 Ack=2077009933 Win=8760 Len=0 MSS=1460"
"247210","78080.823897","107.48.210.162","185.90.84.96","FTP","112","Response: 220 <*> FTP server (UNIX(r) System V Release 4.0) ready."
"247268","78238.059397","237.28.193.71","128.3.28.48","TCP","74","58634  >  21 [SYN] Seq=1986236658 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=35605157 TSecr=0 WS=1"
"247298","78256.526080","237.28.193.71","128.3.28.48","TCP","74","58639  >  21 [SYN] Seq=2007966824 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=35607003 TSecr=0 WS=1"
"247328","78260.144692","237.28.193.71","128.3.28.48","TCP","74","58642  >  21 [SYN] Seq=2015828785 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=35607365 TSecr=0 WS=1"
"247358","78271.567761","237.28.193.71","128.3.28.48","TCP","74","58671  >  21 [SYN] Seq=2013336151 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=35608502 TSecr=0 WS=1"
"247388","78275.994888","237.28.193.71","128.3.28.48","TCP","74","58676  >  21 [SYN] Seq=2021807433 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=35608950 TSecr=0 WS=1"
"247418","78278.685315","237.28.193.71","128.3.28.48","TCP","74","58691  >  21 [SYN] Seq=2021380931 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=35609213 TSecr=0 WS=1"
"247448","78281.169601","237.28.193.71","128.3.28.48","TCP","74","58694  >  21 [SYN] Seq=2037604268 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=35609467 TSecr=0 WS=1"
"247476","78283.284515","237.28.193.71","128.3.28.48","TCP","74","58697  >  21 [SYN] Seq=2034917611 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=35609676 TSecr=0 WS=1"
"247508","78285.327845","237.28.193.71","128.3.28.48","TCP","74","58699  >  21 [SYN] Seq=2037713442 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=35609883 TSecr=0 WS=1"
"247538","78313.956409","237.28.193.71","128.3.28.48","TCP","74","58707  >  21 [SYN] Seq=2061731715 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=35612745 TSecr=0 WS=1"
"247568","78416.965821","237.28.193.71","128.3.28.48","TCP","74","58741  >  21 [SYN] Seq=2183816844 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=35623044 TSecr=0 WS=1"
"247591","78431.605401","47.190.32.70","131.243.2.12","TCP","62","1210  >  21 [SYN] Seq=1599455328 Win=16384 Len=0 MSS=1460 SACK_PERM=1"
"247592","78431.605740","131.243.2.12","47.190.32.70","TCP","62","21  >  1210 [SYN, ACK] Seq=2129257274 Ack=1599455329 Win=64240 Len=0 SACK_PERM=1 MSS=1460"
"247594","78432.187907","131.243.2.12","47.190.32.70","FTP","137","Response: 220 <domain> FTP server (Version wu-2.6.2(1) Fri Nov 30 16:58:35 PST 2001) ready."
"247595","78432.378681","47.190.32.70","131.243.2.12","FTP","70","Request: USER anonymous"
"247759","78532.784391","237.28.193.71","128.3.28.48","TCP","74","58779  >  21 [SYN] Seq=2295028971 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=35634624 TSecr=0 WS=1"
"247795","78535.905139","237.28.193.71","128.3.28.48","TCP","74","58781  >  21 [SYN] Seq=2308228362 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=35634935 TSecr=0 WS=1"
"247828","78538.534072","237.28.193.71","128.3.28.48","TCP","74","58784  >  21 [SYN] Seq=2312208799 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=35635198 TSecr=0 WS=1"
"247861","78541.061602","237.28.193.71","128.3.28.48","TCP","74","58786  >  21 [SYN] Seq=2301801168 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=35635451 TSecr=0 WS=1"
"247897","78544.148472","237.28.193.71","128.3.28.48","TCP","74","58789  >  21 [SYN] Seq=2304542473 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=35635760 TSecr=0 WS=1"
"247916","78545.150027","242.104.25.229","128.3.28.48","TCP","74","62891  >  21 [SYN] Seq=2726402406 Win=5840 Len=0 MSS=1412 SACK_PERM=1 TSval=120686 TSecr=0 WS=1"
"247946","78546.769369","237.28.193.71","128.3.28.48","TCP","74","58791  >  21 [SYN] Seq=2313910121 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=35636022 TSecr=0 WS=1"
"247972","78547.455751","242.104.25.229","128.3.28.48","TCP","74","62892  >  21 [SYN] Seq=2733661191 Win=5840 Len=0 MSS=1412 SACK_PERM=1 TSval=121866 TSecr=0 WS=1"
"248018","78550.359083","242.104.25.229","128.3.28.48","TCP","74","62893  >  21 [SYN] Seq=2733944162 Win=5840 Len=0 MSS=1412 SACK_PERM=1 TSval=123353 TSecr=0 WS=1"
"248062","78559.617489","242.104.25.229","128.3.28.48","TCP","74","62894  >  21 [SYN] Seq=2750516173 Win=5840 Len=0 MSS=1412 SACK_PERM=1 TSval=128094 TSecr=0 WS=1"
"248095","78562.345013","242.104.25.229","128.3.28.48","TCP","74","62895  >  21 [SYN] Seq=2750436273 Win=5840 Len=0 MSS=1412 SACK_PERM=1 TSval=129489 TSecr=0 WS=1"
"248324","78589.307238","242.104.25.229","128.3.28.48","TCP","74","62896  >  21 [SYN] Seq=2769687804 Win=5840 Len=0 MSS=1412 SACK_PERM=1 TSval=143298 TSecr=0 WS=1"
"248353","78591.613381","242.104.25.229","128.3.28.48","TCP","74","62897  >  21 [SYN] Seq=2779602778 Win=5840 Len=0 MSS=1412 SACK_PERM=1 TSval=144479 TSecr=0 WS=1"
"248383","78594.514867","242.104.25.229","128.3.28.48","TCP","74","62898  >  21 [SYN] Seq=2774466300 Win=5840 Len=0 MSS=1412 SACK_PERM=1 TSval=145965 TSecr=0 WS=1"
"248427","78603.524804","242.104.25.229","128.3.28.48","TCP","74","62899  >  21 [SYN] Seq=2791866821 Win=5840 Len=0 MSS=1412 SACK_PERM=1 TSval=150579 TSecr=0 WS=1"
"248450","78605.397288","242.104.25.229","128.3.28.48","TCP","74","62900  >  21 [SYN] Seq=2789689843 Win=5840 Len=0 MSS=1412 SACK_PERM=1 TSval=151536 TSecr=0 WS=1"
"249240","78671.698781","246.109.155.46","131.243.1.10","TCP","62","37537  >  21 [SYN] Seq=4290529985 Win=33580 Len=0 SACK_PERM=1 MSS=1460"
"249241","78671.699301","131.243.1.10","246.109.155.46","TCP","58","21  >  37537 [SYN, ACK] Seq=796229978 Ack=4290529986 Win=17520 Len=0 MSS=1460"
"250210","78976.469008","230.101.18.175","131.243.1.10","TCP","74","2264  >  21 [SYN] Seq=4161201070 Win=57344 Len=0 MSS=1460 WS=1 TSval=322376746 TSecr=0"
"250211","78976.469755","131.243.1.10","230.101.18.175","TCP","58","21  >  2264 [SYN, ACK] Seq=1832284899 Ack=4161201071 Win=17520 Len=0 MSS=1460"
"250213","78976.797845","131.243.1.10","230.101.18.175","FTP","60","Response: 220-"
"250246","78977.451487","230.101.18.175","131.243.1.10","FTP","70","Request: USER anonymous"
"250249","78977.634999","230.101.18.175","131.243.1.10","TCP","74","2267  >  21 [SYN] Seq=1933401622 Win=57344 Len=0 MSS=1460 WS=1 TSval=322376862 TSecr=0"
"250348","78981.398970","230.101.18.175","131.243.1.10","TCP","74","2274  >  21 [SYN] Seq=565054680 Win=57344 Len=0 MSS=1460 WS=1 TSval=322377239 TSecr=0"
"250401","78982.976567","230.101.18.175","131.243.1.10","TCP","74","2276  >  21 [SYN] Seq=734051201 Win=57344 Len=0 MSS=1460 WS=1 TSval=322377396 TSecr=0"
"250531","78994.647664","157.231.148.18","131.243.2.12","TCP","62","4187  >  21 [SYN] Seq=1131865196 Win=16384 Len=0 MSS=1460 SACK_PERM=1"
"250532","78994.647964","131.243.2.12","157.231.148.18","TCP","62","21  >  4187 [SYN, ACK] Seq=2202574261 Ack=1131865197 Win=64240 Len=0 SACK_PERM=1 MSS=1460"
"250864","79039.775572","123.125.239.10","128.3.28.48","TCP","74","61919  >  21 [SYN] Seq=3347370940 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=531745941 TSecr=0 WS=1"
"250934","79048.037817","123.125.239.10","128.3.28.48","TCP","74","61922  >  21 [SYN] Seq=3356552570 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=531750173 TSecr=0 WS=1"
"250967","79069.068822","123.125.239.10","128.3.28.48","TCP","74","61927  >  21 [SYN] Seq=3376063425 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=531760941 TSecr=0 WS=1"
